Date of Occurrence,Time of Occurrence,latitude,longitude,Distance from Police Station,Station,Crime Type,DateTime,hour,day_of_week,is_night,month,year,TimeOfDay,Crime_Mischief,Crime_Wrongful Restraint and Confinement,Crime_Robbery and Dacoity,Crime_Gambling-related offenses,Crime_Offences Relating to Documents,Crime_Weights & Measures,Crime_Coin & Govt Stamps,Crime_Intimidation & Annoyance,Crime_Cheating,Crime_Theft,Crime_Marriage-related Offences,Crime_Criminal Trespass,Crime_Safety,Crime_Public Servants,Crime_Offences against the State,Crime_Public Tranquillity,Crime_Traffic violations and motor vehicle offenses,Crime_Offences Affecting Life,Crime_Kidnapping,Crime_Damage to public property,Crime_Slavery and Forced Labour,Crime_Alcohol prohibition violations,Crime_Attempts to Commit Offences,Crime_Criminal Force and Assault,Crime_Cybercrimes and digital fraud,Crime_General Exceptions,Crime_Elections & Authority,Crime_Public Health,Crime_Unknown,Crime_Police-related offenses and misconduct,Crime_General criminal offenses,Crime_False Evidence & Justice,Crime_Abduction,Crime_Drug trafficking and substance abuse,Crime_Criminal Breach of Trust,Crime_Copyright infringement and intellectual property violations,Crime_Extortion,Crime_State-specific motor vehicle violations,Crime_Public safety violations,Crime_Hurt,Crime_Of Abetment,Crime_Criminal Conspiracy,CrimeSeverity,hour_normalized,day_of_week_normalized,Distance from Police Station_normalized
04-03-2024,23:49:00,18.41595256,73.84742218,4.0,1,"Intimidation & Annoyance, Offences against the State, Police-related offenses and misconduct",2024-03-04 23:49:00,23,0,1,3,2024,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Very High,1.157056642625477,-1.4986928407672964,1.0802951665194722
27-03-2024,02:38:00,18.45131176,73.83726257,1.0,1,Unknown,2024-03-27 02:38:00,2,2,1,3,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.4680535212344794,-0.4632830755444529,-0.6260155203432219
28-03-2024,01:55:00,18.4844607,73.80276112,3.0,1,"Criminal Trespass, Theft",2024-03-28 01:55:00,1,3,1,3,2024,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.5930587671325727,0.05442180706696883,0.5115249375652409
24-03-2024,20:37:00,18.46126745,73.85735278,3.0,1,Alcohol prohibition violations,2024-03-24 20:37:00,20,6,1,3,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,1.607536454901234,0.5115249375652409
23-02-2024,22:47:00,18.46353232,73.84570978,3.0,1,Public Tranquillity,2024-02-23 22:47:00,22,4,1,2,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,1.0320513967273839,0.5721266896783905,0.5115249375652409
25-03-2024,00:38:00,18.46300163,73.84241586,3.0,1,Alcohol prohibition violations,2024-03-25 00:38:00,0,0,1,3,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.7180640130306657,-1.4986928407672964,0.5115249375652409
05-03-2024,22:46:00,18.45433288,73.85875919,0.5,1,Public Servants,2024-03-05 22:46:00,22,1,1,3,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.0320513967273839,-0.9809879581558746,-0.9104006348203376
27-06-2024,01:35:00,18.43855856,73.86057354,3.0,1,"Offences against the State, Intimidation & Annoyance, Police-related offenses and misconduct, Hurt, Criminal Force and Assault",2024-06-27 01:35:00,1,3,1,6,2024,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Very High,-1.5930587671325727,0.05442180706696883,0.5115249375652409
18-06-2024,22:31:00,18.45216198,73.85342928,2.0,1,Theft,2024-06-18 22:31:00,22,1,1,6,2024,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,-0.9809879581558746,-0.05724529138899054
22-06-2024,19:32:00,18.42915031,73.85995788,3.0,1,"Cybercrimes and digital fraud, Cheating",2024-06-22 19:32:00,19,5,1,6,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,0.6570356590331043,1.0898315722898122,0.5115249375652409
22-06-2024,14:29:00,18.45807064,73.83713434,3.0,1,"Cybercrimes and digital fraud, Cheating",2024-06-22 14:29:00,14,5,0,6,2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,0.03200942954263851,1.0898315722898122,0.5115249375652409
15-06-2024,22:39:00,18.44793804,73.86929339,3.0,1,"Hurt, Intimidation & Annoyance, Mischief",2024-06-15 22:39:00,22,5,1,6,2024,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,1.0320513967273839,1.0898315722898122,0.5115249375652409
14-06-2024,10:39:00,18.45882521,73.86315116,1.05,1,"Cybercrimes and digital fraud, Public Servants, Extortion, Cheating",2024-06-14 10:39:00,10,4,0,6,2024,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Moderate,-0.46801155404973416,0.5721266896783905,-0.5975770088955104
08-06-2024,23:58:00,18.45948537,73.86389201,3.0,1,Unknown,2024-06-08 23:58:00,23,5,1,6,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,1.0898315722898122,0.5115249375652409
15-06-2024,20:17:00,18.44934759,73.84461359,4.0,1,Unknown,2024-06-15 20:17:00,20,5,1,6,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,1.0898315722898122,1.0802951665194722
02-06-2024,23:35:00,18.44816969,73.86846952,2.0,1,Theft,2024-06-02 23:35:00,23,6,1,6,2024,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,1.607536454901234,-0.05724529138899054
02-04-2024,23:14:00,18.44959024,73.86400657,2.0,1,Gambling-related offenses,2024-04-02 23:14:00,23,1,1,4,2024,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,-0.9809879581558746,-0.05724529138899054
07-06-2024,06:33:00,18.46337005,73.84502143,2.0,1,Gambling-related offenses,2024-06-07 06:33:00,6,4,0,6,2024,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-0.9680325376421067,0.5721266896783905,-0.05724529138899054
12-06-2024,13:30:00,18.44514405,73.83648372,5.0,1,"Public Tranquillity, Police-related offenses and misconduct",2024-06-12 13:30:00,13,2,0,6,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Very High,-0.09299581635545465,-0.4632830755444529,1.6490653954737038
30-06-2024,13:31:00,18.45036435,73.83445803,3.0,1,"Cybercrimes and digital fraud, Cheating",2024-06-30 13:31:00,13,6,0,6,2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-0.09299581635545465,1.607536454901234,0.5115249375652409
13-06-2024,18:29:00,18.43239115,73.90150025,3.0,1,Alcohol prohibition violations,2024-06-13 18:29:00,18,3,1,6,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.5320304131350112,0.05442180706696883,0.5115249375652409
24-06-2024,13:21:00,18.44915055,73.84971651,2.0,1,"Hurt, Intimidation & Annoyance",2024-06-24 13:21:00,13,0,0,6,2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,-0.09299581635545465,-1.4986928407672964,-0.05724529138899054
30-06-2024,22:37:00,18.45423004,73.85870529,4.0,1,"False Evidence & Justice, Drug trafficking and substance abuse",2024-06-30 22:37:00,22,6,1,6,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Very High,1.0320513967273839,1.607536454901234,1.0802951665194722
25-06-2024,19:26:00,18.45771288,73.8386992,2.0,1,Theft,2024-06-25 19:26:00,19,1,1,6,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,-0.9809879581558746,-0.05724529138899054
20-09-2024,20:05:00,18.4380876,73.84676403,4.0,1,General criminal offenses,2024-09-20 20:05:00,20,4,1,9,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,0.5721266896783905,1.0802951665194722
04-07-2024,19:48:00,18.4327432,73.84219095,3.0,1,"Elections & Authority, Offences against the State, Traffic violations and motor vehicle offenses, General criminal offenses, Of Abetment, Public Health, Safety",2024-07-04 19:48:00,19,3,1,7,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Very High,0.6570356590331043,0.05442180706696883,0.5115249375652409
02-07-2024,23:55:00,18.44796401,73.85074713,2.0,1,Theft,2024-07-02 23:55:00,23,1,1,7,2024,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,-0.9809879581558746,-0.05724529138899054
25-09-2024,22:18:00,18.457324,73.8306259,3.0,1,Drug trafficking and substance abuse,2024-09-25 22:18:00,22,2,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Very High,1.0320513967273839,-0.4632830755444529,0.5115249375652409
18-09-2024,00:44:00,18.4504989,73.85127614,4.0,1,Alcohol prohibition violations,2024-09-18 00:44:00,0,2,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.7180640130306657,-0.4632830755444529,1.0802951665194722
17-09-2024,22:49:00,18.43855856,73.86057354,2.0,1,Alcohol prohibition violations,2024-09-17 22:49:00,22,1,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,-0.9809879581558746,-0.05724529138899054
28-08-2024,02:09:00,18.4454158,73.86049472,2.0,1,Unknown,2024-08-28 02:09:00,2,2,1,8,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.4680535212344794,-0.4632830755444529,-0.05724529138899054
05-09-2024,20:03:00,18.4503048,73.86859757,3.0,1,"Cybercrimes and digital fraud, Cheating",2024-09-05 20:03:00,20,3,1,9,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,0.7820409049311975,0.05442180706696883,0.5115249375652409
24-09-2024,15:37:00,18.45523028,73.8581047,1.0,1,"Offences Affecting Life, General criminal offenses",2024-09-24 15:37:00,15,1,0,9,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,0.15701467544073167,-0.9809879581558746,-0.6260155203432219
04-07-2024,16:16:00,18.4477436,73.85716644,1.05,1,"Robbery and Dacoity, General criminal offenses",2024-07-04 16:16:00,16,3,0,7,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Moderate,0.2820199213388248,0.05442180706696883,-0.5975770088955104
20-09-2024,01:29:00,18.4477436,73.85716644,2.0,1,"Offences against the State, General criminal offenses",2024-09-20 01:29:00,1,4,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Very High,-1.5930587671325727,0.5721266896783905,-0.05724529138899054
05-09-2024,11:41:00,18.45877396,73.84264454,4.0,1,"Cybercrimes and digital fraud, General criminal offenses",2024-09-05 11:41:00,11,3,0,9,2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,-0.34300630815164096,0.05442180706696883,1.0802951665194722
01-07-2024,18:39:00,18.43855856,73.86057354,4.0,1,"Elections & Authority, Mischief, Offences against the State, Traffic violations and motor vehicle offenses, Intimidation & Annoyance, Of Abetment, Hurt, Public Health, Safety",2024-07-01 18:39:00,18,0,1,7,2024,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Very High,0.5320304131350112,-1.4986928407672964,1.0802951665194722
20-09-2024,13:28:00,18.44802521,73.85847837,1.0,1,"Hurt, False Evidence & Justice, General criminal offenses",2024-09-20 13:28:00,13,4,0,9,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Moderate,-0.09299581635545465,0.5721266896783905,-0.6260155203432219
27-08-2024,01:00:00,18.44683355,73.83743197,4.0,1,General criminal offenses,2024-08-27 01:00:00,1,1,1,8,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,-1.5930587671325727,-0.9809879581558746,1.0802951665194722
28-09-2024,16:39:00,18.44802521,73.85847837,2.0,1,"Hurt, General criminal offenses",2024-09-28 16:39:00,16,5,0,9,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,High,0.2820199213388248,1.0898315722898122,-0.05724529138899054
10-09-2024,23:31:00,18.45061605,73.91525324,2.0,1,"Offences against the State, General criminal offenses",2024-09-10 23:31:00,23,1,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Very High,1.157056642625477,-0.9809879581558746,-0.05724529138899054
20-09-2024,17:12:00,18.45118766,73.85555341,2.0,1,Unknown,2024-09-20 17:12:00,17,4,0,9,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.407025167236918,0.5721266896783905,-0.05724529138899054
18-12-2024,04:58:00,18.4575338,73.87383519,3.0,1,"Elections & Authority, False Evidence & Justice, Offences against the State, General criminal offenses, Police-related offenses and misconduct",2024-12-18 04:58:00,4,2,1,12,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Very High,-1.2180430294382931,-0.4632830755444529,0.5115249375652409
01-10-2024,11:58:00,18.44747791,73.85403759,2.0,1,"Hurt, General criminal offenses",2024-10-01 11:58:00,11,1,0,10,2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,High,-0.34300630815164096,-0.9809879581558746,-0.05724529138899054
10-12-2024,23:36:00,18.44684784,73.8736887,3.0,1,General criminal offenses,2024-12-10 23:36:00,23,1,1,12,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,-0.9809879581558746,0.5115249375652409
20-11-2024,18:54:00,18.43290145,73.85898279,4.0,1,"Offences against the State, Police-related offenses and misconduct, General criminal offenses",2024-11-20 18:54:00,18,2,1,11,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Very High,0.5320304131350112,-0.4632830755444529,1.0802951665194722
17-11-2024,00:38:00,18.44775664,73.8569784,3.0,1,"Offences against the State, Police-related offenses and misconduct",2024-11-17 00:38:00,0,6,1,11,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Very High,-1.7180640130306657,1.607536454901234,0.5115249375652409
20-12-2024,18:35:00,18.4575338,73.87383519,3.0,1,"Public Tranquillity, Police-related offenses and misconduct",2024-12-20 18:35:00,18,4,1,12,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High,0.5320304131350112,0.5721266896783905,0.5115249375652409
16-11-2024,00:04:00,18.45305431,73.86513071,1.0,1,Alcohol prohibition violations,2024-11-16 00:04:00,0,5,1,11,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,1.0898315722898122,-0.6260155203432219
14-11-2024,22:58:00,18.41239718,73.83134917,2.0,1,Alcohol prohibition violations,2024-11-14 22:58:00,22,3,1,11,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,0.05442180706696883,-0.05724529138899054
09-12-2024,01:34:00,18.39461681,73.85236414,4.0,1,"Criminal Conspiracy, Elections & Authority, Traffic violations and motor vehicle offenses, General criminal offenses, Of Abetment, Public Health, Safety",2024-12-09 01:34:00,1,0,1,12,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Low,-1.5930587671325727,-1.4986928407672964,1.0802951665194722
29-11-2024,00:36:00,18.44298704,73.85945466,2.0,1,"Hurt, Criminal Force and Assault, General criminal offenses",2024-11-29 00:36:00,0,4,1,11,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,High,-1.7180640130306657,0.5721266896783905,-0.05724529138899054
04-12-2024,00:05:00,18.4383745,73.84648536,2.0,1,Copyright infringement and intellectual property violations,2024-12-04 00:05:00,0,2,1,12,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low,-1.7180640130306657,-0.4632830755444529,-0.05724529138899054
27-11-2024,00:28:00,18.4515114,73.84451789,3.0,1,Unknown,2024-11-27 00:28:00,0,2,1,11,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.7180640130306657,-0.4632830755444529,0.5115249375652409
13-12-2024,20:23:00,18.45125664,73.83865566,2.0,1,General criminal offenses,2024-12-13 20:23:00,20,4,1,12,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,0.5721266896783905,-0.05724529138899054
07-12-2024,19:07:00,18.46433275,73.85806622,1.0,1,General criminal offenses,2024-12-07 19:07:00,19,5,1,12,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.6570356590331043,1.0898315722898122,-0.6260155203432219
07-12-2024,02:47:00,18.46114187,73.85839769,2.0,1,"Hurt, False Evidence & Justice, General criminal offenses",2024-12-07 02:47:00,2,5,1,12,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,High,-1.4680535212344794,1.0898315722898122,-0.05724529138899054
26-11-2024,14:50:00,18.46433275,73.85806622,1.0,1,"False Evidence & Justice, General criminal offenses",2024-11-26 14:50:00,14,1,0,11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Low,0.03200942954263851,-0.9809879581558746,-0.6260155203432219
17-12-2024,19:16:00,18.46480872,73.83337732,3.0,1,General criminal offenses,2024-12-17 19:16:00,19,1,1,12,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,-0.9809879581558746,0.5115249375652409
20-03-2024,03:36:00,18.50025842,73.94419695,1.0,2,Theft,2024-03-20 03:36:00,3,2,1,3,2024,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.3430482753363862,-0.4632830755444529,-0.6260155203432219
10-01-2024,00:46:00,18.49990346,73.85795668,0.5,2,Unknown,2024-01-10 00:46:00,0,2,1,1,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,-0.4632830755444529,-0.9104006348203376
19-03-2024,18:42:00,18.49990346,73.85795668,1.0,2,Theft,2024-03-19 18:42:00,18,1,1,3,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.5320304131350112,-0.9809879581558746,-0.6260155203432219
20-03-2024,04:11:00,18.50365268,73.93803252,1.0,2,Theft,2024-03-20 04:11:00,4,2,1,3,2024,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.2180430294382931,-0.4632830755444529,-0.6260155203432219
18-03-2024,19:23:00,18.48523274,73.95309839,3.0,2,"Kidnapping, Abduction, Slavery and Forced Labour",2024-03-18 19:23:00,19,0,1,3,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Very High,0.6570356590331043,-1.4986928407672964,0.5115249375652409
20-03-2024,19:55:00,18.48452378,73.95271245,4.0,2,"Hurt, Intimidation & Annoyance",2024-03-20 19:55:00,19,2,1,3,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,0.6570356590331043,-0.4632830755444529,1.0802951665194722
17-03-2024,06:25:00,18.51912912,73.92528671,4.0,2,"Cybercrimes and digital fraud, Cheating",2024-03-17 06:25:00,6,6,0,3,2024,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-0.9680325376421067,1.607536454901234,1.0802951665194722
24-03-2024,04:29:00,18.48592567,73.94148422,4.0,2,Unknown,2024-03-24 04:29:00,4,6,1,3,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.2180430294382931,1.607536454901234,1.0802951665194722
16-03-2024,22:44:00,18.49423061,73.9311436,3.0,2,Theft,2024-03-16 22:44:00,22,5,1,3,2024,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,1.0898315722898122,0.5115249375652409
17-03-2024,23:06:00,18.50343549,73.94416832,3.0,2,Alcohol prohibition violations,2024-03-17 23:06:00,23,6,1,3,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,1.607536454901234,0.5115249375652409
23-03-2024,04:26:00,18.50429829,73.92005803,1.0,2,"Hurt, Offences against the State, Public Health, Safety, Traffic violations and motor vehicle offenses",2024-03-23 04:26:00,4,5,1,3,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,-1.2180430294382931,1.0898315722898122,-0.6260155203432219
