Date of Occurrence,Time of Occurrence,latitude,longitude,Distance from Police Station,Station,Crime Type,DateTime,hour,day_of_week,is_night,month,year,TimeOfDay,Crime_Mischief,Crime_Wrongful Restraint and Confinement,Crime_Robbery and Dacoity,Crime_Gambling-related offenses,Crime_Offences Relating to Documents,Crime_Weights & Measures,Crime_Coin & Govt Stamps,Crime_Intimidation & Annoyance,Crime_Cheating,Crime_Theft,Crime_Marriage-related Offences,Crime_Criminal Trespass,Crime_Safety,Crime_Public Servants,Crime_Offences against the State,Crime_Public Tranquillity,Crime_Traffic violations and motor vehicle offenses,Crime_Offences Affecting Life,Crime_Kidnapping,Crime_Damage to public property,Crime_Slavery and Forced Labour,Crime_Alcohol prohibition violations,Crime_Attempts to Commit Offences,Crime_Criminal Force and Assault,Crime_Cybercrimes and digital fraud,Crime_General Exceptions,Crime_Elections & Authority,Crime_Public Health,Crime_Unknown,Crime_Police-related offenses and misconduct,Crime_General criminal offenses,Crime_False Evidence & Justice,Crime_Abduction,Crime_Drug trafficking and substance abuse,Crime_Criminal Breach of Trust,Crime_Copyright infringement and intellectual property violations,Crime_Extortion,Crime_State-specific motor vehicle violations,Crime_Public safety violations,Crime_Hurt,Crime_Of Abetment,Crime_Criminal Conspiracy,CrimeSeverity,hour_normalized,day_of_week_normalized,Distance from Police Station_normalized
12-01-2023,20:34:00,18.48321393,73.87183425,3.0,4,"Theft, Criminal Trespass",2023-01-12 20:34:00,20,3,1,1,2023,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,0.05442180706696883,0.5115249375652409
10-03-2023,08:08:00,18.47261727,73.87452443,2.0,4,Hurt,2023-03-10 08:08:00,8,4,0,3,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,-0.7180220458459204,0.5721266896783905,-0.05724529138899054
06-05-2023,01:03:00,18.48952939,73.86394747,1.0,4,Offences against the State,2023-05-06 01:03:00,1,5,1,5,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-1.5930587671325727,1.0898315722898122,-0.6260155203432219
07-02-2023,13:58:00,18.4842122,73.86516686,2.0,4,Theft,2023-02-07 13:58:00,13,1,0,2,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-0.09299581635545465,-0.9809879581558746,-0.05724529138899054
12-09-2023,01:54:00,18.48362355,73.86729643,1.0,4,Unknown,2023-09-12 01:54:00,1,1,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.5930587671325727,-0.9809879581558746,-0.6260155203432219
19-01-2023,18:41:00,18.48794751,73.86669862,1.0,4,Theft,2023-01-19 18:41:00,18,3,1,1,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.5320304131350112,0.05442180706696883,-0.6260155203432219
20-07-2023,16:59:00,18.48715423,73.86077318,2.0,4,Theft,2023-07-20 16:59:00,16,3,0,7,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,0.05442180706696883,-0.05724529138899054
29-04-2023,19:03:00,18.48955433,73.86379953,0.5,4,Theft,2023-04-29 19:03:00,19,5,1,4,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.6570356590331043,1.0898315722898122,-0.9104006348203376
16-10-2023,14:37:00,18.473467,73.86712329,1.0,4,"Mischief, Public Health, Safety, Hurt, Intimidation & Annoyance",2023-10-16 14:37:00,14,0,0,10,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,0.03200942954263851,-1.4986928407672964,-0.6260155203432219
07-07-2023,23:17:00,18.48588394,73.86608593,1.0,4,Unknown,2023-07-07 23:17:00,23,4,1,7,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.157056642625477,0.5721266896783905,-0.6260155203432219
20-12-2023,22:49:00,18.48187046,73.87060053,1.0,4,Theft,2023-12-20 22:49:00,22,2,1,12,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.0320513967273839,-0.4632830755444529,-0.6260155203432219
04-07-2023,05:58:00,18.48377003,73.86423377,1.0,4,Unknown,2023-07-04 05:58:00,5,1,1,7,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.0930377835401999,-0.9809879581558746,-0.6260155203432219
18-05-2023,16:02:00,18.48090851,73.87603999,1.0,4,Theft,2023-05-18 16:02:00,16,3,0,5,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.2820199213388248,0.05442180706696883,-0.6260155203432219
09-06-2023,15:01:00,18.48289442,73.86850002,1.0,4,"Criminal Breach of Trust, Cheating",2023-06-09 15:01:00,15,4,0,6,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,0.15701467544073167,0.5721266896783905,-0.6260155203432219
05-08-2023,03:01:00,18.4937545,73.8754443,3.0,4,"Theft, Criminal Trespass",2023-08-05 03:01:00,3,5,1,8,2023,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.3430482753363862,1.0898315722898122,0.5115249375652409
29-05-2023,17:33:00,18.46173947,73.86577546,1.0,4,Theft,2023-05-29 17:33:00,17,0,0,5,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.407025167236918,-1.4986928407672964,-0.6260155203432219
17-08-2023,14:49:00,18.48942291,73.8669987,1.0,4,Theft,2023-08-17 14:49:00,14,3,0,8,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.03200942954263851,0.05442180706696883,-0.6260155203432219
14-07-2023,20:07:00,18.48368526,73.86422854,1.0,4,Unknown,2023-07-14 20:07:00,20,4,1,7,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.7820409049311975,0.5721266896783905,-0.6260155203432219
28-11-2023,11:49:00,18.4849969,73.86402587,1.0,4,Theft,2023-11-28 11:49:00,11,1,0,11,2023,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-0.34300630815164096,-0.9809879581558746,-0.6260155203432219
17-09-2023,16:57:00,18.487953,73.86519057,1.0,4,Theft,2023-09-17 16:57:00,16,6,0,9,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.2820199213388248,1.607536454901234,-0.6260155203432219
14-05-2023,12:39:00,18.48637403,73.86567349,1.0,4,"Wrongful Restraint and Confinement, Robbery and Dacoity, Hurt, Intimidation & Annoyance",2023-05-14 12:39:00,12,6,0,5,2023,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,-0.21800106225354782,1.607536454901234,-0.6260155203432219
15-06-2024,12:33:00,18.48059319,73.87604404,1.5,4,Cheating,2024-06-15 12:33:00,12,5,0,6,2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-0.21800106225354782,1.0898315722898122,-0.34163040586610627
03-10-2024,01:48:00,18.48924281,73.86829171,1.0,4,Unknown,2024-10-03 01:48:00,1,3,1,10,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.5930587671325727,0.05442180706696883,-0.6260155203432219
15-03-2024,21:45:00,18.47979297,73.87559425,8.0,4,Cheating,2024-03-15 21:45:00,21,4,1,3,2024,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.9070461508292906,0.5721266896783905,3.3553760823363983
05-05-2024,15:09:00,18.48259529,73.87036015,1.0,4,Unknown,2024-05-05 15:09:00,15,6,0,5,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.15701467544073167,1.607536454901234,-0.6260155203432219
06-08-2024,17:30:00,18.48418707,73.8675531,1.0,4,Unknown,2024-08-06 17:30:00,17,1,0,8,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.407025167236918,-0.9809879581558746,-0.6260155203432219
28-12-2024,23:34:00,18.48527615,73.87132693,2.0,4,Unknown,2024-12-28 23:34:00,23,5,1,12,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,1.0898315722898122,-0.05724529138899054
06-07-2024,00:57:00,18.48100992,73.87197976,1.0,4,Unknown,2024-07-06 00:57:00,0,5,1,7,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,1.0898315722898122,-0.6260155203432219
28-10-2024,01:53:00,18.48345258,73.86664532,1.0,4,Unknown,2024-10-28 01:53:00,1,0,1,10,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.5930587671325727,-1.4986928407672964,-0.6260155203432219
27-12-2024,16:46:00,18.48156771,73.87072273,0.5,4,Public Tranquillity,2024-12-27 16:46:00,16,4,0,12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,0.5721266896783905,-0.9104006348203376
30-01-2024,08:23:00,18.48723318,73.86895708,1.0,4,Unknown,2024-01-30 08:23:00,8,1,0,1,2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-0.7180220458459204,-0.9809879581558746,-0.6260155203432219
24-02-2024,06:43:00,18.47803886,73.87557231,2.0,4,"Offences Affecting Life, Hurt, Intimidation & Annoyance",2024-02-24 06:43:00,6,5,0,2,2024,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,-0.9680325376421067,1.0898315722898122,-0.05724529138899054
20-04-2024,23:25:00,18.48413207,73.86689591,1.0,4,Unknown,2024-04-20 23:25:00,23,5,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.157056642625477,1.0898315722898122,-0.6260155203432219
13-02-2024,19:51:00,18.48416076,73.86738252,1.0,4,"Hurt, Intimidation & Annoyance",2024-02-13 19:51:00,19,1,1,2,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,0.6570356590331043,-0.9809879581558746,-0.6260155203432219
16-09-2024,18:17:00,18.47569255,73.87413607,2.0,4,Unknown,2024-09-16 18:17:00,18,0,1,9,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.5320304131350112,-1.4986928407672964,-0.05724529138899054
21-10-2024,14:04:00,18.47687654,73.88100475,1.5,4,Offences Affecting Life,2024-10-21 14:04:00,14,0,0,10,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.03200942954263851,-1.4986928407672964,-0.34163040586610627
30-12-2024,13:46:00,18.48917809,73.86305136,1.0,4,Unknown,2024-12-30 13:46:00,13,0,0,12,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-0.09299581635545465,-1.4986928407672964,-0.6260155203432219
28-02-2024,16:20:00,18.48117374,73.87504066,1.5,4,Theft,2024-02-28 16:20:00,16,2,0,2,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,-0.4632830755444529,-0.34163040586610627
29-12-2024,22:28:00,18.48920363,73.86369943,1.0,4,Unknown,2024-12-29 22:28:00,22,6,1,12,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.0320513967273839,1.607536454901234,-0.6260155203432219
30-01-2024,06:56:00,18.48089789,73.87585671,10.0,4,Cheating,2024-01-30 06:56:00,6,1,0,1,2024,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,-0.9680325376421067,-0.9809879581558746,4.492916540244861
07-11-2024,01:59:00,18.48340001,73.866598,1.0,4,Unknown,2024-11-07 01:59:00,1,3,1,11,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.5930587671325727,0.05442180706696883,-0.6260155203432219
18-06-2024,15:34:00,18.48399258,73.86697923,1.0,4,Public Tranquillity,2024-06-18 15:34:00,15,1,0,6,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,-0.9809879581558746,-0.6260155203432219
05-08-2024,18:49:00,18.48900598,73.86527649,1.0,4,Unknown,2024-08-05 18:49:00,18,0,1,8,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.5320304131350112,-1.4986928407672964,-0.6260155203432219
05-11-2024,02:57:00,18.48417764,73.86709776,1.0,4,Unknown,2024-11-05 02:57:00,2,1,1,11,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.4680535212344794,-0.9809879581558746,-0.6260155203432219
17-10-2024,20:54:00,18.48898508,73.85788922,0.5,4,Cheating,2024-10-17 20:54:00,20,3,1,10,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,0.05442180706696883,-0.9104006348203376
12-06-2024,22:47:00,18.48082996,73.87236084,1.0,4,Elections & Authority,2024-06-12 22:47:00,22,2,1,6,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.0320513967273839,-0.4632830755444529,-0.6260155203432219
20-01-2024,00:32:00,18.48555714,73.87112621,1.0,4,Theft,2024-01-20 00:32:00,0,5,1,1,2024,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,1.0898315722898122,-0.6260155203432219
01-06-2024,22:29:00,18.4894669,73.86928982,0.2,4,Mischief,2024-06-01 22:29:00,22,5,1,6,2024,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.0320513967273839,1.0898315722898122,-1.081031703506607
12-04-2024,22:30:00,18.4879287,73.86642602,1.0,4,Unknown,2024-04-12 22:30:00,22,4,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.0320513967273839,0.5721266896783905,-0.6260155203432219
04-08-2024,21:13:00,18.48924578,73.8675785,0.5,4,Unknown,2024-08-04 21:13:00,21,6,1,8,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.9070461508292906,1.607536454901234,-0.9104006348203376
25-10-2024,15:23:00,18.48570329,73.86493564,2.0,4,Coin & Govt Stamps,2024-10-25 15:23:00,15,4,0,10,2024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,0.5721266896783905,-0.05724529138899054
05-02-2024,23:08:00,18.4810358,73.87230851,1.0,4,"Offences Relating to Documents, Criminal Breach of Trust, Cheating",2024-02-05 23:08:00,23,0,1,2,2024,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,1.157056642625477,-1.4986928407672964,-0.6260155203432219
12-02-2024,19:49:00,18.48352735,73.86622917,1.0,4,Unknown,2024-02-12 19:49:00,19,0,1,2,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.6570356590331043,-1.4986928407672964,-0.6260155203432219
27-01-2024,21:09:00,18.48371367,73.87045512,1.0,4,Unknown,2024-01-27 21:09:00,21,5,1,1,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.9070461508292906,1.0898315722898122,-0.6260155203432219
31-03-2024,09:49:00,18.48396857,73.86696779,1.5,4,"Hurt, Intimidation & Annoyance",2024-03-31 09:49:00,9,6,0,3,2024,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,-0.5930167999478273,1.607536454901234,-0.34163040586610627
09-05-2024,23:19:00,18.48998448,73.86638785,1.0,4,Unknown,2024-05-09 23:19:00,23,3,1,5,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,1.157056642625477,0.05442180706696883,-0.6260155203432219
09-06-2024,19:12:00,18.48104074,73.87609208,1.5,4,"Cheating, Criminal Breach of Trust",2024-06-09 19:12:00,19,6,1,6,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,0.6570356590331043,1.607536454901234,-0.34163040586610627
24-10-2024,00:34:00,18.48420683,73.86688396,1.0,4,Unknown,2024-10-24 00:34:00,0,3,1,10,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.7180640130306657,0.05442180706696883,-0.6260155203432219
06-07-2024,17:10:00,18.48949243,73.86269198,1.0,4,Unknown,2024-07-06 17:10:00,17,5,0,7,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.407025167236918,1.0898315722898122,-0.6260155203432219
12-09-2024,00:02:00,18.48327777,73.87145002,1.0,4,Offences against the State,2024-09-12 00:02:00,0,3,1,9,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-1.7180640130306657,0.05442180706696883,-0.6260155203432219
23-06-2024,22:13:00,18.48941447,73.86456009,1.0,4,Public Tranquillity,2024-06-23 22:13:00,22,6,1,6,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,1.607536454901234,-0.6260155203432219
14-01-2024,16:33:00,18.48329163,73.86571774,1.0,4,Alcohol prohibition violations,2024-01-14 16:33:00,16,6,0,1,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.2820199213388248,1.607536454901234,-0.6260155203432219
10-05-2024,07:29:00,18.48894251,73.86665622,1.0,4,Criminal Trespass,2024-05-10 07:29:00,7,4,0,5,2024,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-0.8430272917440136,0.5721266896783905,-0.6260155203432219
29-02-2024,17:03:00,18.48853793,73.86477211,5.0,4,"Cheating, Public Servants",2024-02-29 17:03:00,17,3,0,2,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,0.407025167236918,0.05442180706696883,1.6490653954737038
10-04-2024,04:19:00,18.49029474,73.86399917,1.0,4,Unknown,2024-04-10 04:19:00,4,2,1,4,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.2180430294382931,-0.4632830755444529,-0.6260155203432219
19-02-2024,16:43:00,18.48499987,73.86406868,5.0,4,Robbery and Dacoity,2024-02-19 16:43:00,16,0,0,2,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.2820199213388248,-1.4986928407672964,1.6490653954737038
20-02-2024,22:27:00,18.48616342,73.8611823,0.5,4,False Evidence & Justice,2024-02-20 22:27:00,22,1,1,2,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,-0.9809879581558746,-0.9104006348203376
30-11-2024,16:20:00,18.48316987,73.86784567,2.0,4,Unknown,2024-11-30 16:20:00,16,5,0,11,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,1.0898315722898122,-0.05724529138899054
26-06-2024,04:32:00,18.48061201,73.87580458,1.0,4,Robbery and Dacoity,2024-06-26 04:32:00,4,2,1,6,2024,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.2180430294382931,-0.4632830755444529,-0.6260155203432219
12-06-2024,17:42:00,18.49305311,73.86935343,1.0,4,Alcohol prohibition violations,2024-06-12 17:42:00,17,2,0,6,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.407025167236918,-0.4632830755444529,-0.6260155203432219
18-04-2024,21:23:00,18.4858978,73.86708056,1.0,4,Theft,2024-04-18 21:23:00,21,3,1,4,2024,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.9070461508292906,0.05442180706696883,-0.6260155203432219
05-02-2024,08:52:00,18.48959238,73.86104234,1.0,4,Unknown,2024-02-05 08:52:00,8,0,0,2,2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-0.7180220458459204,-1.4986928407672964,-0.6260155203432219
18-10-2024,00:32:00,18.48251417,73.8797307,5.0,4,Unknown,2024-10-18 00:32:00,0,4,1,10,2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.7180640130306657,0.5721266896783905,1.6490653954737038
